Symbol	Name	PharmGKB Accession Id	NCBI Gene ID	HGNC ID	Ensembl Id	Chromosome	Chromosomal Start - GRCh37	Chromosomal Stop - GRCh37	Chromosomal Start - GRCh38	Chromosomal Stop - GRCh38
NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase	PA31793	4905	HGNC:8016	ENSG00000073969	chr17	44668035	44834830	46590669	46757464
NSFL1C	NSFL1 cofactor	PA31794	55968	HGNC:15912	ENSG00000088833	chr20	1422807	1448345	1442162	1467720
NSG1	neuronal vesicle trafficking associated 1	PA166181587	27065	HGNC:18790			0	0	0	0
NSG2	neuronal vesicle trafficking associated 2	PA166181588	51617	HGNC:24955			0	0	0	0
NSL1	NSL1 component of MIS12 kinetochore complex	PA162398188	25936	HGNC:24548	ENSG00000117697	chr1	212899495	212965139	212726153	212798900
NSMAF	neutral sphingomyelinase activation associated factor	PA31795	8439	HGNC:8017	ENSG00000035681	chr8	59496063	59572404	58583504	58659845
NSMCE1	NSE1 homolog, SMC5-SMC6 complex component	PA134943761	197370	HGNC:29897	ENSG00000169189	chr16	27236315	27280113	27224994	27268810
NSMCE2	NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase	PA142672355	286053	HGNC:26513	ENSG00000156831	chr8	126104083	126379367	125091818	125367125
NSMCE3	NSE3 homolog, SMC5-SMC6 complex component	PA31480	56160	HGNC:7677	ENSG00000185115	chr15	29560353	29562020	29268149	29269816
NSMCE4A	NSE4 homolog A, SMC5-SMC6 complex component	PA162398205	54780	HGNC:25935	ENSG00000107672	chr10	123716603	123734743	121957088	121975228
NSMF	NMDA receptor synaptonuclear signaling and neuronal migration factor	PA134917144	26012	HGNC:29843	ENSG00000165802	chr9	140342022	140353808	137447570	137459357
NSRP1	nuclear speckle splicing regulatory protein 1	PA142672171	84081	HGNC:25305	ENSG00000126653	chr17	28443821	28513493	30115526	30186475
NSUN2	NOP2/Sun RNA methyltransferase 2	PA134953940	54888	HGNC:25994	ENSG00000037474	chr5	6599352	6633473	6599239	6633360
NSUN3	NOP2/Sun RNA methyltransferase 3	PA134961151	63899	HGNC:26208	ENSG00000178694	chr3	93781855	93845630	94063011	94126786
NSUN4	NOP2/Sun RNA methyltransferase 4	PA134953046	387338	HGNC:31802	ENSG00000117481	chr1	46805849	46830824	46340177	46365152
NSUN5	NOP2/Sun RNA methyltransferase 5	PA134993779	55695	HGNC:16385	ENSG00000130305	chr7	72716513	72722864	73302516	73308867
NSUN5P1	NOP2/Sun domain family, member 5 pseudogene 1	PA143485559	155400	HGNC:19146	ENSG00000223705	chr7	75039605	75046071	75410322	75416792
NSUN5P2	NOP2/Sun domain family, member 5 pseudogene 2	PA143485560	260294	HGNC:16609	ENSG00000106133	chr7	72418832	72425302	72948293	72954763
NSUN6	NOP2/Sun RNA methyltransferase 6	PA134986220	221078	HGNC:23529	ENSG00000241058	chr10	18834264	18948180	18512582	18659264
NSUN7	NOP2/Sun RNA methyltransferase family member 7	PA145007896	79730	HGNC:25857	ENSG00000179299	chr4	40751914	40812002	40749874	40810601
NT5C	5', 3'-nucleotidase, cytosolic	PA31798	30833	HGNC:17144	ENSG00000125458	chr17	73126320	73127890	75130225	75131965
NT5C1A	5'-nucleotidase, cytosolic IA	PA31799	84618	HGNC:17819	ENSG00000116981	chr1	40124793	40137710	39659121	39672038
NT5C1B	5'-nucleotidase, cytosolic IB	PA31800	93034	HGNC:17818	ENSG00000185013	chr2	18744137	18771359	18562871	18589580
NT5C2	5'-nucleotidase, cytosolic II	PA31801	22978	HGNC:8022	ENSG00000076685	chr10	104847774	104953063	103088017	103193306
NT5C3A	5'-nucleotidase, cytosolic IIIA	PA31802	51251	HGNC:17820	ENSG00000122643	chr7	33053725	33102409	33014113	33062797
NT5C3AP1	5'-nucleotidase, cytosolic IIIA pseudogene 1	PA31803	90859	HGNC:18530		chr4	118495644	118497341	117574489	117576186
NT5C3B	5'-nucleotidase, cytosolic IIIB	PA142671245	115024	HGNC:28300	ENSG00000141698	chr17	39981334	39992523	41825082	41836276
NT5CP1	5',3'-nucleotidase, cytosolic pseudogene 1	PA134864338	326609	HGNC:20046		chr14	74037701	74038356	73570997	73571652
NT5CP2	5',3'-nucleotidase, cytosolic pseudogene 2	PA134986974	326611	HGNC:20047		chr14	74005679	74006536	73538975	73539832
NT5DC1	5'-nucleotidase domain containing 1	PA134892962	221294	HGNC:21556	ENSG00000178425	chr6	116421999	116566853	116100833	116245690
NT5DC2	5'-nucleotidase domain containing 2	PA143485561	64943	HGNC:25717	ENSG00000168268	chr3	52558385	52569093	52524369	52535077
NT5DC3	5'-nucleotidase domain containing 3	PA143485562	51559	HGNC:30826	ENSG00000111696	chr12	104166081	104234975	103746315	103841238
NT5DC4	5'-nucleotidase domain containing 4	PA143485563	284958	HGNC:27678	ENSG00000144130	chr2				
NT5E	5'-nucleotidase ecto	PA31804	4907	HGNC:8021	ENSG00000135318	chr6	86159302	86205509	85449584	85495791
NT5M	5',3'-nucleotidase, mitochondrial	PA31805	56953	HGNC:15769	ENSG00000205309	chr17	17206680	17250977	17303366	17347663
NTAN1	N-terminal asparagine amidase	PA134863573	123803	HGNC:29909	ENSG00000157045	chr16	15131710	15149936	15037853	15056079
NTF3	neurotrophin 3	PA31806	4908	HGNC:8023	ENSG00000185652	chr12	5541280	5604465	5432114	5495299
NTF4	neurotrophin 4	PA162398206	4909	HGNC:8024	ENSG00000225950	chr19	49564323	49568333	49058284	49065076
NTF6A	neurotrophin 6 alpha (pseudogene)	PA31808	4910	HGNC:8025		chr19	49528482	49529379	49025225	49026122
NTF6B	neurotrophin 6 beta (pseudogene)	PA31809	4911	HGNC:8026		chr19	49541491	49542395	49038234	49039138
NTF6G	neurotrophin 6 gamma (pseudogene)	PA31810	4912	HGNC:8027		chr19	49532948	49533842	49029691	49030585
NTHL1	nth like DNA glycosylase 1	PA31811	4913	HGNC:8028	ENSG00000065057	chr16	2089816	2097931	2039815	2047872
NTM	neurotrimin	PA164724212	50863	HGNC:17941	ENSG00000182667	chr11	131240371	132206716	131370326	132336822
NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1	PA162395788	28989	HGNC:23373	ENSG00000148335	chr9	132371036	132397879	129608884	129636742
NTN1	netrin 1	PA31813	9423	HGNC:8029	ENSG00000065320	chr17	8924859	9147317	9021542	9244000
NTN3	netrin 3	PA164724231	4917	HGNC:8030	ENSG00000162068	chr16	2521500	2524146	2471499	2474145
NTN4	netrin 4	PA31815	59277	HGNC:13658	ENSG00000074527	chr12	96051583	96184565	95657807	95790758
NTN5	netrin 5	PA164724232	126147	HGNC:25208	ENSG00000142233	chr19	49164664	49176264	48661407	48673119
NTNG1	netrin G1	PA164742200	22854	HGNC:23319	ENSG00000162631	chr1	107682540	108024477	107139918	107484899
NTNG2	netrin G2	PA134962540	84628	HGNC:14288	ENSG00000196358	chr9	135037334	135118224	132161234	132244534
NTPCR	nucleoside-triphosphatase, cancer-related	PA142672508	84284	HGNC:28204	ENSG00000135778	chr1	233086277	233114548	232950624	232978473
NTRK1	neurotrophic receptor tyrosine kinase 1	PA31817	4914	HGNC:8031	ENSG00000198400	chr1	156785542	156851642	156815750	156881850
NTRK2	neurotrophic receptor tyrosine kinase 2	PA31818	4915	HGNC:8032	ENSG00000148053	chr9	87283417	87641985	84668368	85027070
NTRK3	neurotrophic receptor tyrosine kinase 3	PA31819	4916	HGNC:8033	ENSG00000140538	chr15	88419948	88800026	87859749	88256796
NTS	neurotensin	PA31820	4922	HGNC:8038	ENSG00000133636	chr12	86268073	86276770	85874295	85882992
NTSR1	neurotensin receptor 1	PA31821	4923	HGNC:8039	ENSG00000101188	chr20	61340189	61394123	62708770	62762771
NTSR2	neurotensin receptor 2	PA31822	23620	HGNC:8040	ENSG00000169006	chr2	11798304	11810329	11658178	11670206
NUAK1	NUAK family kinase 1	PA142671242	9891	HGNC:14311	ENSG00000074590	chr12	106457125	106533811	106063347	106140033
NUAK2	NUAK family kinase 2	PA142671243	81788	HGNC:29558	ENSG00000163545	chr1	205271191	205290883	205302059	205321791
NUB1	negative regulator of ubiquitin like proteins 1	PA147357533	51667	HGNC:17623	ENSG00000013374	chr7	151038785	151075547	151341699	151378461
NUBP1	nucleotide binding protein 1	PA31823	4682	HGNC:8041	ENSG00000103274	chr16	10837643	10863208	10743164	10769351
NUBP2	nucleotide binding protein 2	PA31824	10101	HGNC:8042	ENSG00000095906	chr16	1832931	1839192	1782923	1789191
NUBPL	nucleotide binding protein like	PA134907818	80224	HGNC:20278	ENSG00000151413	chr14	32030591	32330430	31561385	31861293
NUCB1	nucleobindin 1	PA31825	4924	HGNC:8043	ENSG00000104805	chr19	49403307	49426540	48900050	48923283
NUCB2	nucleobindin 2	PA31826	4925	HGNC:8044	ENSG00000070081	chr11	17281884	17371510	17260340	17331881
NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1	PA142671244	64710	HGNC:29923	ENSG00000069275	chr1	205681947	205719372	205712819	205750244
NUDC	nuclear distribution C, dynein complex regulator	PA31827	10726	HGNC:8045	ENSG00000090273	chr1	27248187	27273362	26911128	26946871
NUDCD1	NudC domain containing 1	PA134985670	84955	HGNC:24306	ENSG00000120526	chr8	110253148	110346486	109240919	109334205
NUDCD2	NudC domain containing 2	PA134991349	134492	HGNC:30535	ENSG00000170584	chr5	162880586	162887143	163453580	163460137
NUDCD3	NudC domain containing 3	PA134989375	23386	HGNC:22208	ENSG00000015676	chr7	44421965	44530474	44382366	44490875
NUDCP1	nuclear distribution gene C homolog (A. nidulans) pseudogene 1	PA31828	10790	HGNC:8046		chr2	153246099	153247363	152389585	152390849
NUDCP2	nuclear distribution gene C homolog (A. nidulans) pseudogene 2	PA31829	10789	HGNC:8047		chr2	179319443	179320385	178454716	178455643
NUDT1	nudix hydrolase 1	PA31830	4521	HGNC:8048	ENSG00000106268	chr7	2281857	2290780	2242222	2251145
NUDT10	nudix hydrolase 10	PA31831	170685	HGNC:17621	ENSG00000122824	chrX	51075083	51080377	51332231	51337525
NUDT11	nudix hydrolase 11	PA31832	55190	HGNC:18011	ENSG00000196368	chrX	51232863	51239459	51490011	51496607
NUDT12	nudix hydrolase 12	PA38699	83594	HGNC:18826	ENSG00000112874	chr5	102884556	102898493	103548855	103562805
NUDT13	nudix hydrolase 13	PA38700	25961	HGNC:18827	ENSG00000166321	chr10	74870133	74891583	73110375	73131828
NUDT14	nudix hydrolase 14	PA134971372	256281	HGNC:20141	ENSG00000183828	chr14	105639274	105647660	105172937	105181323
NUDT15	nudix hydrolase 15	PA134963132	55270	HGNC:23063	ENSG00000136159	chr13	48611862	48626891	48037726	48052755
NUDT15P1	nudix (nucleoside diphosphate linked moiety X)-type motif 15 pseudogene 1	PA142671236	574532	HGNC:17266		chr8	60470019	60470480	59556699	59557936
NUDT15P2	nudix (nucleoside diphosphate linked moiety X)-type motif 15 pseudogene 2	PA142671237	574533	HGNC:20784		chr17	30755106	30762447	32428087	32435429
NUDT16	nudix hydrolase 16	PA134955224	131870	HGNC:26442	ENSG00000198585	chr3	131100515	131107674	131381671	131388830
NUDT16L1	nudix hydrolase 16 like 1	PA134977238	84309	HGNC:28154	ENSG00000168101	chr16	4743526	4745860	4691340	4695859
NUDT17	nudix hydrolase 17	PA134890899	200035	HGNC:26618	ENSG00000186364	chr1	145586491	145589435	145844985	145848954
NUDT18	nudix hydrolase 18	PA142671238	79873	HGNC:26194	ENSG00000173566	chr8	21964383	21966932	22106872	22110355
NUDT19	nudix hydrolase 19	PA142671239	390916	HGNC:32036	ENSG00000213965	chr19	33157186	33204702	32691607	32713796
NUDT2	nudix hydrolase 2	PA31833	318	HGNC:8049	ENSG00000164978	chr9	34329504	34343711	34329506	34343713
NUDT21	nudix hydrolase 21	PA26845	11051	HGNC:13870	ENSG00000167005	chr16	56463048	56485261	56429136	56451349
NUDT22	nudix hydrolase 22	PA142671240	84304	HGNC:28189	ENSG00000149761	chr11	63993730	63997491	64226258	64230016
NUDT3	nudix hydrolase 3	PA31834	11165	HGNC:8050	ENSG00000112664	chr6	34254971	34360457	34287194	34392680
NUDT4	nudix hydrolase 4	PA31835	11163	HGNC:8051	ENSG00000173598	chr12	93771701	93797024	93377923	93403248
NUDT4B	nudix hydrolase 4B	PA31836	440672	HGNC:18012		chr1	145136108	145139932	148748600	148752401
NUDT5	nudix hydrolase 5	PA31838	11164	HGNC:8052	ENSG00000165609	chr10	12209573	12238143	12165328	12196144
NUDT6	nudix hydrolase 6	PA31839	11162	HGNC:8053	ENSG00000170917	chr4	123813799	123844159	122892644	122923004
NUDT7	nudix hydrolase 7	PA31840	283927	HGNC:8054	ENSG00000140876	chr16	77756389	77809332	77722488	77742260
NUDT8	nudix hydrolase 8	PA31841	254552	HGNC:8055	ENSG00000167799	chr11	67395409	67397408	67621421	67630116
NUDT9	nudix hydrolase 9	PA31842	53343	HGNC:8056	ENSG00000170502	chr4	88343728	88380606	87420002	87459454
NUDT9P1	nudix (nucleoside diphosphate linked moiety X)-type motif 9 pseudogene 1	PA134981804	119369	HGNC:28523		chr10	92911752	92912840	91151995	91153083
NUF2	NUF2 component of NDC80 kinetochore complex	PA162398215	83540	HGNC:14621	ENSG00000143228	chr1	163291723	163325553	163321933	163355764
NUFIP1	nuclear FMR1 interacting protein 1	PA31843	26747	HGNC:8057	ENSG00000083635	chr13	45513384	45563613	44939249	44989478
NUFIP2	nuclear FMR1 interacting protein 2	PA143485564	57532	HGNC:17634	ENSG00000108256	chr17	27582854	27621166	29255836	29294148
NUGGC	nuclear GTPase, germinal center associated	PA162380784	389643	HGNC:33550	ENSG00000189233	chr8	27879481	27941431	28021964	28084068
NUMA1	nuclear mitotic apparatus protein 1	PA31844	4926	HGNC:8059	ENSG00000137497	chr11	71713910	71791732	72002864	72080693
NUMB	NUMB endocytic adaptor protein	PA31845	8650	HGNC:8060	ENSG00000133961	chr14	73741858	73925288	73275210	73458580
NUMBL	NUMB like endocytic adaptor protein	PA31846	9253	HGNC:8061	ENSG00000105245	chr19	41171810	41196556	40665905	40690658
NUP107	nucleoporin 107	PA134890486	57122	HGNC:29914	ENSG00000111581	chr12	69080731	69136473	68686951	68742693
NUP133	nucleoporin 133	PA31847	55746	HGNC:18016	ENSG00000069248	chr1	229577044	229644088	229440995	229508343
NUP153	nucleoporin 153	PA31848	9972	HGNC:8062	ENSG00000124789	chr6	17615266	17707065	17615035	17706834
NUP155	nucleoporin 155	PA31849	9631	HGNC:8063	ENSG00000113569	chr5	37291735	37371228	37291633	37371455
NUP160	nucleoporin 160	PA31850	23279	HGNC:18017	ENSG00000030066	chr11	47799670	47870057	47778083	47848544
NUP188	nucleoporin 188	PA134908952	23511	HGNC:17859	ENSG00000095319	chr9	131709972	131769375	128947693	129007096
NUP205	nucleoporin 205	PA38624	23165	HGNC:18658	ENSG00000155561	chr7	135242662	135333501	135557914	135648753
NUP210	nucleoporin 210	PA128394614	23225	HGNC:30052	ENSG00000132182	chr3	13357730	13461819	13316230	13420319
NUP210L	nucleoporin 210 like	PA134984604	91181	HGNC:29915	ENSG00000143552	chr1	153965166	154127592	153992582	154155116
NUP210P1	nucleoporin 210kDa pseudogene 1	PA143485323	255330	HGNC:27399	ENSG00000198284	chr3	126380924	126390782	126662081	126671939
NUP214	nucleoporin 214	PA31851	8021	HGNC:8064	ENSG00000126883	chr9	134000948	134110057	131125561	131234670
NUP35	nucleoporin 35	PA134861481	129401	HGNC:29797	ENSG00000163002	chr2	183982247	184026408	183117490	183161684
NUP37	nucleoporin 37	PA134948997	79023	HGNC:29929	ENSG00000075188	chr12	102467967	102514025	102074189	102120139
NUP42	nucleoporin 42	PA134990469	11097	HGNC:17010	ENSG00000136243	chr7	23221446	23240630	23181567	23201011
NUP43	nucleoporin 43	PA134930788	348995	HGNC:21182	ENSG00000120253	chr6	150045457	150067688	149724315	149746572
NUP50	nucleoporin 50	PA31852	10762	HGNC:8065	ENSG00000093000	chr22	45559726	45583892	45163845	45188011
NUP50P1	nucleoporin 50 pseudogene 1	PA134924391	145375	HGNC:20025		chr14	65063610	65068669	64596892	64601951
NUP54	nucleoporin 54	PA31853	53371	HGNC:17359	ENSG00000138750	chr4	77035812	77069668	76114659	76148515
NUP58	nucleoporin 58	PA134981903	9818	HGNC:20261	ENSG00000139496	chr13	25875222	25916561	25301152	25349795
NUP62	nucleoporin 62	PA31854	23636	HGNC:8066	ENSG00000213024	chr19	50410082	50432988	49906825	49929731
NUP62CL	nucleoporin 62 C-terminal like	PA145148360	54830	HGNC:25960	ENSG00000198088	chrX	106366657	106449670	107123427	107206440
NUP85	nucleoporin 85	PA142671241	79902	HGNC:8734	ENSG00000125450	chr17	73201597	73231854	75205450	75235759
NUP88	nucleoporin 88	PA31855	4927	HGNC:8067	ENSG00000108559	chr17	5289346	5323400	5384833	5419739
NUP93	nucleoporin 93	PA134912759	9688	HGNC:28958	ENSG00000102900	chr16	56764017	56882637	56730105	56844950
NUP98	nucleoporin 98	PA31856	4928	HGNC:8068	ENSG00000110713	chr11	3696240	3819022	3675010	3797792
NUPR1	nuclear protein 1, transcriptional regulator	PA165450395	26471	HGNC:29990	ENSG00000176046	chr16	28548662	28550495	28537341	28539174
NUPR2	nuclear protein 2, transcriptional regulator	PA166049111	389493	HGNC:44164		chr7	56182374	56184090	56114681	56116397
NUS1	NUS1 dehydrodolichyl diphosphate synthase subunit	PA162398248	116150	HGNC:21042	ENSG00000153989	chr6	117996617	118031890	117675454	117710727
NUSAP1	nucleolar and spindle associated protein 1	PA134987502	51203	HGNC:18538	ENSG00000137804	chr15	41624892	41673248	41332694	41381050
NUTF2	nuclear transport factor 2	PA38365	10204	HGNC:13722	ENSG00000102898	chr16	67880819	67906470	67846732	67872567
NUTF2P2	nuclear transport factor 2 pseudogene 2	PA134939639	326613	HGNC:19934		chr14	36288964	36289815	35819758	35820614
NUTM1	NUT midline carcinoma family member 1	PA162378206	256646	HGNC:29919	ENSG00000184507	chr15	34635458	34649936	34343315	34357737
NUTM2A	NUT family member 2A	PA134875735	728118	HGNC:23438	ENSG00000184923	chr10	88983616	88995645	87221899	87235372
NUTM2B	NUT family member 2B	PA134908712	729262	HGNC:23445	ENSG00000188199	chr10	81460192	81472722	79703227	79712757
NUTM2D	NUT family member 2D	PA134912178	728130	HGNC:23447	ENSG00000214562	chr10	89117477	89130452	87357720	87370695
NUTM2E	NUT family member 2E	PA134988973	283008	HGNC:23448	ENSG00000228570	chr10	81601114	81610632	79841358	79850876
NUTM2F	NUT family member 2F	PA134981634	54754	HGNC:23450	ENSG00000130950	chr9	97080478	97090926	94318196	94328644
NUTM2G	NUT family member 2G	PA134899635	441457	HGNC:23449	ENSG00000188152	chr9	99691286	99704572	96929004	96942290
NVL	nuclear VCP like	PA31857	4931	HGNC:8070	ENSG00000143748	chr1	224415036	224517891	224227334	224330201
NWD1	NACHT and WD repeat domain containing 1	PA162398263	284434	HGNC:27619	ENSG00000188039	chr19	16830787	16928774	16719526	16817963
NWD2	NACHT and WD repeat domain containing 2	PA145148614	57495	HGNC:29229	ENSG00000174145	chr4				
NXF1	nuclear RNA export factor 1	PA31858	10482	HGNC:8071	ENSG00000162231	chr11	62559597	62572964	62792125	62805492
NXF2	nuclear RNA export factor 2	PA31859	56001	HGNC:8072	"ENSG00000185554,""ENSG00000185945"""	chrX	101502094	101581634	102247100	102326720
NXF2B	nuclear RNA export factor 2B	PA162398310	728343	HGNC:23984	ENSG00000269437	chrX	101615316	101694929	102360395	102440008
NXF3	nuclear RNA export factor 3	PA31860	56000	HGNC:8073	ENSG00000147206	chrX	102330749	102348022	103075821	103093094
NXF4	nuclear RNA export factor 4 pseudogene	PA31861	55999	HGNC:8074		chrX	101804893	101826621	102549965	102571693
NXF5	nuclear RNA export factor 5	PA31862	55998	HGNC:8075	ENSG00000126952	chrX	101087085	101112549	101832112	101857577
NXN	nucleoredoxin	PA31863	64359	HGNC:18008	ENSG00000167693	chr17	702553	883017	799313	979766
NXNL1	nucleoredoxin like 1	PA162398383	115861	HGNC:25179	ENSG00000171773	chr19	17566234	17571725	17455425	17460916
NXNL2	nucleoredoxin like 2	PA162398384	158046	HGNC:30482	ENSG00000130045	chr9	91149203	91190704	88535088	88584510
NXPE1	neurexophilin and PC-esterase domain family member 1	PA134910690	120400	HGNC:28527	ENSG00000095110	chr11	114392423	114430580	114518946	114560244
NXPE2	neurexophilin and PC-esterase domain family member 2	PA134861439	120406	HGNC:26331	ENSG00000204361	chr11	114549200	114579357	114464276	114813702
NXPE3	neurexophilin and PC-esterase domain family member 3	PA134977295	91775	HGNC:28238	ENSG00000144815	chr3	101498029	101547075	101779185	101828231
NXPE4	neurexophilin and PC-esterase domain family member 4	PA134871713	54827	HGNC:23117	ENSG00000137634	chr11	114441313	114466484	114570591	114596215
NXPH1	neurexophilin 1	PA134961263	30010	HGNC:20693	ENSG00000122584	chr7	8473585	8792593	8433955	8752963
NXPH2	neurexophilin 2	PA31864	11249	HGNC:8076	ENSG00000144227	chr2	139426727	139537811	138669157	138780241
NXPH3	neurexophilin 3	PA31865	11248	HGNC:8077	ENSG00000182575	chr17	47653298	47661172	49575936	49583810
NXPH4	neurexophilin 4	PA31866	11247	HGNC:8078	ENSG00000182379	chr12	57610578	57620232	57216795	57226449
NXT1	nuclear transport factor 2 like export factor 1	PA31867	29107	HGNC:15913	ENSG00000132661	chr20	23331373	23335408	23350736	23354772
