Gene	Allele1	Allele2	ActivityScore	Phenotype	EHR	ConsultationID
G6PD	Fushan	Sierra Leone		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Sinnai		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Songklanagarind		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Split		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Stonybrook		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Sugao		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Sumare		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Sunderland		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Surabaya		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Suwalki		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Swansea		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Taipei, Chinese-3		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Telti/Kobe		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Tenri		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Toledo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Tomah		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Tondela		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Torun		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Tsukui		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Ube Konan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Union,Maewo, Chinese-2, Kalo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Urayasu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Utrecht		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Valladolid		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Vancouver		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Vanua Lava		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Viangchan, Jammu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Villeurbanne		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Volendam		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Wayne		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	West Virginia		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Wexham		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Wisconsin		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Yunan		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gaohe			Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Gaohe		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Georgia		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Gidra		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gaohe	Gond		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gaohe	Guadalajara		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Guangzhou		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Haikou		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Hammersmith		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Harilaou		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Harima		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Hartford		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Hechi		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Hermoupolis		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Honiara		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Ierapetra		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Ilesha		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Insuli		Variable	Abnormal/Priority/High Risk	62
G6PD	Gaohe	Iowa, Walter Reed, Springfield		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Iwatsuki		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Japan, Shinagawa		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Kaiping, Anant, Dhon, Sapporo-like, Wosera		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Kalyan-Kerala, Jamnaga, Rohini		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Kambos		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Kamiube, Keelung		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Kamogawa		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Kawasaki		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Kozukata		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Krakow		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Lages		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Lagosanto		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Laibin		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gaohe	La Jolla		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Lille		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Liuzhou		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Loma Linda		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Ludhiana		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Lynwood		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Madrid		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Mahidol		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Malaga		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Manhattan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Mediterranean, Dallas, Panama, Sassari, Cagliari, Birmingham		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Metaponto		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Mexico City		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Miaoli		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Minnesota, Marion, Gastonia, LeJeune		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Mira d'Aire		Variable	Abnormal/Priority/High Risk	62
G6PD	Gaohe	Mizushima		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Montalbano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Montpellier		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Mt Sinai		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Munich		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Murcia Oristano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Musashino		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Namouru		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Nankang		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Nanning		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Naone		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Nara		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Nashville, Anaheim, Portici		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Neapolis		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Nice		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Nilgiri		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	No name		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	North Dallas		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Olomouc		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Omiya		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Orissa		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Osaka		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Palestrina		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Papua		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gaohe	Partenope		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Pawnee		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Pedoplis-Ckaro		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Piotrkow		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Plymouth		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Praha		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Puerto Limon		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Quing Yan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Radlowo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Rehevot		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Rignano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Riley		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Riverside		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Roubaix		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	S. Antioco		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Salerno Pyrgos		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Santa Maria		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Santiago		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Santiago de Cuba, Morioka		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Sao Borja		Variable	Abnormal/Priority/High Risk	62
G6PD	Gaohe	Seattle, Lodi, Modena, Ferrara II, Athens-like		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Seoul		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Serres		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Shenzen		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Shinshu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Sibari		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Sierra Leone		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Sinnai		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Songklanagarind		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Split		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Stonybrook		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Sugao		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Sumare		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Sunderland		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Surabaya		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Suwalki		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Swansea		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Taipei, Chinese-3		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Telti/Kobe		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Tenri		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Toledo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Tomah		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Tondela		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Torun		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Tsukui		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Ube Konan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Union,Maewo, Chinese-2, Kalo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Urayasu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Utrecht		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Valladolid		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Vancouver		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Vanua Lava		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Viangchan, Jammu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Villeurbanne		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Volendam		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Wayne		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	West Virginia		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Wexham		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Wisconsin		Deficient	Abnormal/Priority/High Risk	58
G6PD	Gaohe	Yunan		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Georgia			Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Georgia		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Gidra		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Georgia	Gond		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Georgia	Guadalajara		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Guangzhou		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Haikou		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Hammersmith		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Harilaou		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Harima		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Hartford		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Hechi		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Hermoupolis		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Honiara		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Ierapetra		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Ilesha		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Insuli		Variable	Abnormal/Priority/High Risk	62
G6PD	Georgia	Iowa, Walter Reed, Springfield		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Iwatsuki		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Japan, Shinagawa		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Kaiping, Anant, Dhon, Sapporo-like, Wosera		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Kalyan-Kerala, Jamnaga, Rohini		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Kambos		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Kamiube, Keelung		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Kamogawa		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Kawasaki		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Kozukata		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Krakow		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Lages		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Lagosanto		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Laibin		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Georgia	La Jolla		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Lille		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Liuzhou		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Loma Linda		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Ludhiana		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Lynwood		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Madrid		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Mahidol		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Malaga		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Manhattan		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Mediterranean, Dallas, Panama, Sassari, Cagliari, Birmingham		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Metaponto		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Mexico City		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Miaoli		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Minnesota, Marion, Gastonia, LeJeune		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Mira d'Aire		Variable	Abnormal/Priority/High Risk	62
G6PD	Georgia	Mizushima		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Montalbano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Montpellier		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Mt Sinai		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Munich		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Murcia Oristano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Musashino		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Namouru		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Nankang		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Nanning		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Naone		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Nara		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Nashville, Anaheim, Portici		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Neapolis		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Nice		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Nilgiri		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	No name		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	North Dallas		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Olomouc		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Omiya		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Orissa		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Osaka		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Palestrina		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Papua		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Georgia	Partenope		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Pawnee		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Pedoplis-Ckaro		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Piotrkow		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Plymouth		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Praha		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Puerto Limon		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Quing Yan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Radlowo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Rehevot		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Rignano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Riley		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Riverside		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Roubaix		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	S. Antioco		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Salerno Pyrgos		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Santa Maria		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Santiago		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Santiago de Cuba, Morioka		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Sao Borja		Variable	Abnormal/Priority/High Risk	62
G6PD	Georgia	Seattle, Lodi, Modena, Ferrara II, Athens-like		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Seoul		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Serres		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Shenzen		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Shinshu		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Sibari		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Sierra Leone		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Sinnai		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Songklanagarind		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Split		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Stonybrook		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Sugao		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Sumare		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Sunderland		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Surabaya		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Suwalki		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Swansea		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Taipei, Chinese-3		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Telti/Kobe		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Tenri		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Toledo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Tomah		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Tondela		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Torun		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Tsukui		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Ube Konan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Union,Maewo, Chinese-2, Kalo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Urayasu		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Utrecht		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Valladolid		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Vancouver		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Vanua Lava		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Viangchan, Jammu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Georgia	Villeurbanne		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Volendam		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Wayne		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	West Virginia		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Wexham		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Wisconsin		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Georgia	Yunan		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra			Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Gidra		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Gond		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Guadalajara		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Guangzhou		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Haikou		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Hammersmith		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Harilaou		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Harima		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Hartford		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Hechi		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Hermoupolis		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Honiara		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Ierapetra		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Ilesha		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Insuli		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Iowa, Walter Reed, Springfield		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Iwatsuki		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Japan, Shinagawa		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Kaiping, Anant, Dhon, Sapporo-like, Wosera		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Kalyan-Kerala, Jamnaga, Rohini		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Kambos		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Kamiube, Keelung		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Kamogawa		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Kawasaki		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Kozukata		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Krakow		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Gidra	Lages		Indeterminate	Abnormal/Priority/High Risk	60
