Source	PAID	Summary	Gene	Drug	GeneID	DrugID	Phenotype	Recommendation	Alternate	Dosing
DPWG	PA166104992	For CYP2D6 poor and intermediate metabolizers, reduce zuclopenthixol dose or select an alternative drug that is not metabolized by CYP2D6. For ultrarapid metabolizers, be alert to low zuclopenthixol plasma concentrations and, if necessary, increase the dose or select an alternative drug.	CYP2D6	zuclopenthixol	4352	3528	PM (two inactive (*3-*8, *11-*16, *19-*21, *38, *40, *42) alleles)	Reduce dose by 50% or select alternative drug (e.g., flupenthixol, quetiapine, olanzapine, clozapine).	0	0
DPWG	PA166104992	For CYP2D6 poor and intermediate metabolizers, reduce zuclopenthixol dose or select an alternative drug that is not metabolized by CYP2D6. For ultrarapid metabolizers, be alert to low zuclopenthixol plasma concentrations and, if necessary, increase the dose or select an alternative drug.	CYP2D6	zuclopenthixol	4352	3528	IM (two decreased-activity (*9, *10, *17, *29, *36, *41) alleles or carrying one active (*1, *2, *33, *35) and one inactive (*3-*8, *11-*16, *19-*21, *38, *40, *42) allele, or carrying one decreased-activity (*9, *10, *17, *29, *36, *41) allele and one inactive (*3-*8, *11-*16, *19-*21, *38, *40, *42) allele)	Reduce dose by 25% or select alternative drug (flupenthixol, quetiapine, olanzapine, clozapine).	0	0
DPWG	PA166104992	For CYP2D6 poor and intermediate metabolizers, reduce zuclopenthixol dose or select an alternative drug that is not metabolized by CYP2D6. For ultrarapid metabolizers, be alert to low zuclopenthixol plasma concentrations and, if necessary, increase the dose or select an alternative drug.	CYP2D6	zuclopenthixol	4352	3528	UM (a gene duplication in absence of inactive (*3-*8, *11-*16, *19-*21, *38, *40, *42) or decreased-activity (*9, *10, *17, *29, *36, *41) alleles)	Insufficient data to allow calculation of dose adjustment. Be alert to low zuclopenthixol plasma concentrations or select alternative drug (flupenthixol, quetiapine, olanzapine, clozapine).	0	0
CPIC	PA166127637	The CPIC Dosing Guideline for the selective serotonin reuptake inhibitor fluvoxamine recommends to consider a 25-50% reduction of recommended starting dose and titrate to response or use an alternative drug not metabolized by CYP2D6 for CYP2D6 poor metabolizers.	CYP2D6	fluvoxamine	4352	1407	Ultrarapid metabolizer (~1-2% of patients)	No recommendation due to lack of evidence.	0	0
CPIC	PA166127637	The CPIC Dosing Guideline for the selective serotonin reuptake inhibitor fluvoxamine recommends to consider a 25-50% reduction of recommended starting dose and titrate to response or use an alternative drug not metabolized by CYP2D6 for CYP2D6 poor metabolizers.	CYP2D6	fluvoxamine	4352	1407	Extensive metabolizer (~77-92% of patients)	Initiate therapy with recommended starting dose.	0	0
CPIC	PA166127637	The CPIC Dosing Guideline for the selective serotonin reuptake inhibitor fluvoxamine recommends to consider a 25-50% reduction of recommended starting dose and titrate to response or use an alternative drug not metabolized by CYP2D6 for CYP2D6 poor metabolizers.	CYP2D6	fluvoxamine	4352	1407	Intermediate metabolizer (~2-11% of patients)	Initiate therapy with recommended starting dose.	0	0
CPIC	PA166127637	The CPIC Dosing Guideline for the selective serotonin reuptake inhibitor fluvoxamine recommends to consider a 25-50% reduction of recommended starting dose and titrate to response or use an alternative drug not metabolized by CYP2D6 for CYP2D6 poor metabolizers.	CYP2D6	fluvoxamine	4352	1407	Poor metabolizers (~5-10% of patients)	Consider a 25-50% reduction of recommended starting dose and titrate to response or use an alternative drug not metabolized by CYP2D6.	0	0
CPIC	PA166105005	Prescribe an alternative statin depending on the desired potency for patients with SLCO1B1 decreased function, possible decreased function or poor function phenotype. If simvastatin therapy is warranted in patients with SLCO1B1 decreased or possible decreased phenotype, limit dose to <20mg/day.	SLCO1B1	simvastatin	19487	2979	Normal function	Prescribe desired starting dose and adjust doses based on disease-specific guidelines.	1	1
CPIC	PA166105005	Prescribe an alternative statin depending on the desired potency for patients with SLCO1B1 decreased function, possible decreased function or poor function phenotype. If simvastatin therapy is warranted in patients with SLCO1B1 decreased or possible decreased phenotype, limit dose to <20mg/day.	SLCO1B1	simvastatin	19487	2979	Increased function	Prescribe desired starting dose and adjust doses based on disease-specific guidelines.	1	1
CPIC	PA166105005	Prescribe an alternative statin depending on the desired potency for patients with SLCO1B1 decreased function, possible decreased function or poor function phenotype. If simvastatin therapy is warranted in patients with SLCO1B1 decreased or possible decreased phenotype, limit dose to <20mg/day.	SLCO1B1	simvastatin	19487	2979	Decreased function	Prescribe an alternative statin depending on the desired potency (see Figure 1 for recommendations for alternative statins). If simvastatin therapy is warranted, limit dose to <20mg/day.	1	1
CPIC	PA166105005	Prescribe an alternative statin depending on the desired potency for patients with SLCO1B1 decreased function, possible decreased function or poor function phenotype. If simvastatin therapy is warranted in patients with SLCO1B1 decreased or possible decreased phenotype, limit dose to <20mg/day.	SLCO1B1	simvastatin	19487	2979	Possible decreased function	Prescribe an alternative statin depending on the desired potency (see Figure 1 for recommendations for alternative statins). If simvastatin therapy is warranted, limit dose to <20mg/day.	1	1
CPIC	PA166105005	Prescribe an alternative statin depending on the desired potency for patients with SLCO1B1 decreased function, possible decreased function or poor function phenotype. If simvastatin therapy is warranted in patients with SLCO1B1 decreased or possible decreased phenotype, limit dose to <20mg/day.	SLCO1B1	simvastatin	19487	2979	Poor function	Prescribe an alternative statin depending on the desired potency (see Figure 1 for recommendations for alternative statins).	1	1
CPIC	PA166105005	Prescribe an alternative statin depending on the desired potency for patients with SLCO1B1 decreased function, possible decreased function or poor function phenotype. If simvastatin therapy is warranted in patients with SLCO1B1 decreased or possible decreased phenotype, limit dose to <20mg/day.	SLCO1B1	simvastatin	19487	2979	Indeterminate	No recommendation.	1	1
CPIC	PA166105005	Prescribe an alternative statin depending on the desired potency for patients with SLCO1B1 decreased function, possible decreased function or poor function phenotype. If simvastatin therapy is warranted in patients with SLCO1B1 decreased or possible decreased phenotype, limit dose to <20mg/day.	SLCO1B1	simvastatin	19487	2979	Normal function, Homozygous wild-type (two normal function alleles)	Prescribe desired starting dose and adjust doses of simvastatin based on disease-specific guidelines.	1	1
CPIC	PA166105005	Prescribe an alternative statin depending on the desired potency for patients with SLCO1B1 decreased function, possible decreased function or poor function phenotype. If simvastatin therapy is warranted in patients with SLCO1B1 decreased or possible decreased phenotype, limit dose to <20mg/day.	SLCO1B1	simvastatin	19487	2979	Intermediate function, Heterozygous (one normal function allele plus one decreased function allele)	Prescribe a lower dose or consider an alternative statin (e.g. pravastatin or rosuvastatin); consider routine CK surveillance.	1	1
CPIC	PA166105005	Prescribe an alternative statin depending on the desired potency for patients with SLCO1B1 decreased function, possible decreased function or poor function phenotype. If simvastatin therapy is warranted in patients with SLCO1B1 decreased or possible decreased phenotype, limit dose to <20mg/day.	SLCO1B1	simvastatin	19487	2979	Low function, Homozygous variant or mutant (two decreased function alleles)	Prescribe a lower dose or consider an alternative statin (e.g. pravastatin or rosuvastatin); consider routine CK surveillance.	1	1
DPWG	PA166104977	The Dutch Pharmacogenetics Working Group Guideline for citalopram recommends for intermediate and poor metabolizers of CYP2C19 to not exceed the in the DPWG document specified daily doses.	CYP2C19	citalopram	4349	819	CYP2C19 UM	NO action is needed for this gene-drug interaction. The gene variation increases conversion of citalopram to a weakly active metabolite. However, there is no significant effect on the plasma concentration of citalopram, the tolerance or the response.	0	0
DPWG	PA166104977	The Dutch Pharmacogenetics Working Group Guideline for citalopram recommends for intermediate and poor metabolizers of CYP2C19 to not exceed the in the DPWG document specified daily doses.	CYP2C19	citalopram	4349	819	CYP2C19 IM	Do not exceed the following daily doses:}{1. Adults up to 65 years: 30mg as tablets or 22mg as drops,}{2. Adults 65 years or older: 15mg as tablets or 10mg as drops	0	0
DPWG	PA166104977	The Dutch Pharmacogenetics Working Group Guideline for citalopram recommends for intermediate and poor metabolizers of CYP2C19 to not exceed the in the DPWG document specified daily doses.	CYP2C19	citalopram	4349	819	CYP2C19 PM	Do not exceed the following daily doses (50% of the standard maximum dose):}{1. adults up to 65 years: 20mg as tablets or 16mg as drops,}{2. Adults 65 years or older: 10mg as tablets or 8mg as drops	0	0
DPWG	PA166104977	The Dutch Pharmacogenetics Working Group Guideline for citalopram recommends for intermediate and poor metabolizers of CYP2C19 to not exceed the in the DPWG document specified daily doses.	CYP2C19	citalopram	4349	819	CYP2C19 PM (*2/*2, *2/*3, *3/*3)	None	0	0
DPWG	PA166104977	The Dutch Pharmacogenetics Working Group Guideline for citalopram recommends for intermediate and poor metabolizers of CYP2C19 to not exceed the in the DPWG document specified daily doses.	CYP2C19	citalopram	4349	819	CYP2C19 IM (*1/*2, *1/*3, *17/*2, *17/*3)	None	0	0
DPWG	PA166104977	The Dutch Pharmacogenetics Working Group Guideline for citalopram recommends for intermediate and poor metabolizers of CYP2C19 to not exceed the in the DPWG document specified daily doses.	CYP2C19	citalopram	4349	819	CYP2C19 UM (*17/*17)	Monitor plasma concentration and titrate dose to a maximum of 150% in response to efficacy and adverse drug event or select alternative drug (e.g. fluoxetine, paroxetine)	0	0
DPWG	PA166104951	Dose reductions are recommended for irinotecan for patients who are UGT1A1 *28/*28 or UGT1A1 PM, starting with 70% of starting dose and increasing as tolerated, guided by neutrophil count.	UGT1A1	irinotecan	22969	1725	UGT1A1 *1/*28	NO action is needed for this gene-drug interaction	0	0
DPWG	PA166104951	Dose reductions are recommended for irinotecan for patients who are UGT1A1 *28/*28 or UGT1A1 PM, starting with 70% of starting dose and increasing as tolerated, guided by neutrophil count.	UGT1A1	irinotecan	22969	1725	UGT1A1 *28/*28	Start with 70% of the standard dose If the patient tolerates this initial dose, the dose can be increased, guided by the neutrophil count.	0	0
DPWG	PA166104951	Dose reductions are recommended for irinotecan for patients who are UGT1A1 *28/*28 or UGT1A1 PM, starting with 70% of starting dose and increasing as tolerated, guided by neutrophil count.	UGT1A1	irinotecan	22969	1725	UGT1A1 IM other	NO action is needed for this gene-drug interaction.	0	0
DPWG	PA166104951	Dose reductions are recommended for irinotecan for patients who are UGT1A1 *28/*28 or UGT1A1 PM, starting with 70% of starting dose and increasing as tolerated, guided by neutrophil count.	UGT1A1	irinotecan	22969	1725	UGT1A1 PM other	Start with 70% of the standard dose If the patient tolerates this initial dose, the dose can be increased, guided by the neutrophil count.	0	0
DPWG	PA166104951	Dose reductions are recommended for irinotecan for patients who are UGT1A1 *28/*28 or UGT1A1 PM, starting with 70% of starting dose and increasing as tolerated, guided by neutrophil count.	UGT1A1	irinotecan	22969	1725	*1/*28	None.	0	0
DPWG	PA166104951	Dose reductions are recommended for irinotecan for patients who are UGT1A1 *28/*28 or UGT1A1 PM, starting with 70% of starting dose and increasing as tolerated, guided by neutrophil count.	UGT1A1	irinotecan	22969	1725	*28/*28	Dose >250mg/m2: reduce initial dose by 30%. Increase dose in response to neutrophil count.  Dose <=250mg/m2: no dose adjustment.	0	0
